CPF_CNPJ;RAZAO_SOCIAL;NOME_FANTASIA;NR_SIF;DATA_RESERVA;DT_REGISTRO;NUMERO_PROCESSO;SITUACAO;LOGRADOURO;BAIRRO;CEP;MUNICIPIO;UF;TELEFONE;EMAIL;AREA_CATEGORIA;CATEGORIA_CLASSE;DATA_OCORRENCIA;DESCRICAO_OCORRENCIA
00.870.513/0001-53;MEL MILAGRES INDUSTRIA E COMERCIO LTDA;-;804;1996-05-08 00:00:00;2013-08-28 00:00:00;21028.000389/1996-06;A;RUA JOSÉ DE PAULA NOVAES, 105;CENTRO ;35438000;ACAIACA;MG;;CARISSIMO@CARISSIMOCONTABILIDADE.COM.BR;MEL;UNIDADE DE BENEFICIAMENTO DE PRODUTOS DE ABELHAS - L3G / 2502 - UNIDADE DE BENEFICIAMENTO DE PRODUTOS DE ABELHAS;;
02.914.460/0061-91;SEARA ALIMENTOS LTDA;-;1897;1975-12-23 00:00:00;2000-04-06 00:00:00;21000.018219/2020-97;A;ROD BR 163, SN, KM 6;CENTRO;79804970;DOURADOS;MS;(11) 31445600;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AS1 - SUÍNO - MAIS DE 800/D;2017-03-16 00:00:00;"Aves. Suínos. Cuba. Habilitação. Categorias: PRODUTOS COM ADIÇÃO DE INIBIDORES
(SUÍDEO) (DHC), PRODUTOS EM NATUREZA (SUÍDEO)
(DHC), PRODUTOS NÃO SUBMETIDOS A
TRATAMENTO TÉRMICO (AVES) (DHC), PRODUTOS NÃO SUBMETIDOS A TRATAMENTO TÉRMICO (SUÍDEO) (DHC), PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO (AVES) (DHC), PRODUTOS SUBMETIDOS A
TRATAMENTO TÉRMICO COCÇÃO (AVES) (DHC), PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO COCÇÃO (SUÍDEO) (DHC), PRODUTOS SUBMETIDOS A
TRATAMENTO TÉRMICO (SUÍDEO) (DHC). Processo SEI: 21000.001198/2016-94 "
02.914.460/0061-91;SEARA ALIMENTOS LTDA;-;1897;1975-12-23 00:00:00;2000-04-06 00:00:00;21000.018219/2020-97;A;ROD BR 163, SN, KM 6;CENTRO;79804970;DOURADOS;MS;(11) 31445600;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AS1 - SUÍNO - MAIS DE 800/D;2023-06-15 00:00:00;Líbano. Suínos. Habilitação. Produtos em natureza e produtos submetidos a tratamento térmico cocção. SEI 21026.003526/2022-47. Ofício MRE 09199.001054/2023-91 - DPAGRO (29167185).
02.914.460/0061-91;SEARA ALIMENTOS LTDA;-;1897;1975-12-23 00:00:00;2000-04-06 00:00:00;21000.018219/2020-97;A;ROD BR 163, SN, KM 6;CENTRO;79804970;DOURADOS;MS;(11) 31445600;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2022-11-10 00:00:00;"Cuba.  Suínos e Aves. Renovação Habilitação. Produtos em natureza, Produtos com adição de inibidores, Produtos não submetidos a tratamento térmico, Produtos submetidos a tratamento térmico, Produtos submetidos a tratamento térmico  cocção. SEI 21000.063333/2022-33. (24815438).
"
02.914.460/0061-91;SEARA ALIMENTOS LTDA;-;1897;1975-12-23 00:00:00;2000-04-06 00:00:00;21000.018219/2020-97;A;ROD BR 163, SN, KM 6;CENTRO;79804970;DOURADOS;MS;(11) 31445600;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2024-02-06 00:00:00;Vietnã. Suínos. Habilitação. Produtos submetidos a tratamento térmico - cocção (farinhas). SEI 21000.015545/2018-28.ADIDO COMUNICA HANOI (33529881).  (33529875).
02.914.460/0061-91;SEARA ALIMENTOS LTDA;-;1897;1975-12-23 00:00:00;2000-04-06 00:00:00;21000.018219/2020-97;A;ROD BR 163, SN, KM 6;CENTRO;79804970;DOURADOS;MS;(11) 31445600;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2024-03-05 00:00:00;Timor Leste. Suínos. Habilitação. Produtos em natureza. SEI 21000.002463/2024-61 (33711777)
02.914.460/0061-91;SEARA ALIMENTOS LTDA;-;1897;1975-12-23 00:00:00;2000-04-06 00:00:00;21000.018219/2020-97;A;ROD BR 163, SN, KM 6;CENTRO;79804970;DOURADOS;MS;(11) 31445600;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2025-01-17 00:00:00;PERU. Habilitação. Data de validade: 31/01/2028. PRODUTOS EM NATUREZA (SUÍDEO) (DHC). Nº Processo SEI: 21000.039670/2021-29. Nº(s) Documento(s) SEI: Carta -D000064-2025-MIDAGRI-SENASA-DSA (40054015).
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2018-11-01 00:00:00;Bovinos. Arábia Saudita. China. Egito. UE. Suspensão da produção e certificação sanitária - MAPA. SEI 21052.021700/2018-30 (5798215).
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2022-01-04 00:00:00;Peru. Bovinos. Renovação de habilitação. Processo SEI 21000.019430/2020-27 (19378449). Validade: 31/12/2022.
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2021-10-18 00:00:00;Egito. Bovinos. Prorrogação da habilitação. Produtos em natureza. SEI 03844.000026/2019-32 (17945991). Validade: 15/01/2022.
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2022-01-26 00:00:00;"Esta DHC informa que a habilitação para RÚSSIA, FEDERAÇÃO DA, foi unificada a UNIÃO ADUANEIRA.
Aproveitamos para informar que as habilitações para Argélia e Maurício, foram retiradas, pois seus CSI estão ligados a Brasil e consequentemente não possuem lista de habilitação."
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2023-12-29 00:00:00;"Peru. Bovinos. Renovação Habilitação. SEI 21000.068945/2022-12. ADIDO COMUNICA LIMA (32968881). Vigência 31/12/2024.

"
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2024-06-17 00:00:00;PARAGUAI. Extensão do escopo da Habilitação. PRODUTOS COM ADIÇÃO DE INIBIDORES (BOVÍDEO) (DHC). SEI: 21052.016449/2022-78. (35924856).
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2024-07-12 00:00:00;EGITO. Renovação de Habilitação. PRODUTOS EM NATUREZA (BOVÍDEO) (DHC). SEI: 21000.091495/2021-81.  SEI: ADIDO COMUNICA CAI (36355012).
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2024-12-17 00:00:00;ARGENTINA. Renovação de Habilitação. PRODUTOS EM NATUREZA (BOVÍDEO) (DHC). SEI: 21052.021112/2022-82.  (39638067).
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2025-05-08 00:00:00;PERU. Habilitação. Data de validade: 31/12/2027. PRODUTOS COM ADIÇÃO DE INIBIDORES (BOVÍDEO) (DHC). Nº Processo SEI: 21000.027134/2025-12. Nº(s) Documento(s) SEI: 41966407.
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB1 - Bovino - mais de 80/hora - mais de 20t/d estocagem;2026-05-20 00:00:00;MARROCOS. Extensão da Habilitação.  PRODUTOS EM NATUREZA (BOVÍDEO) (DHC). SEI: 21052.000766/2025-15.  (52817949).Data de validade: 24/01/2030.
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2018-11-01 00:00:00;Bovinos. Arábia Saudita. China. Egito. UE. Suspensão da produção e certificação sanitária - MAPA. SEI 21052.021700/2018-30 (5798215).
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2022-04-12 00:00:00;Egito. Bovinos. Prorrogação da habilitação. Produtos em natureza. SEI 03844.000026/2019-32 (20946629). Validade: 01/10/2022.
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2021-09-14 00:00:00;Bovinos. Chile. Renovação de habilitação. Produtos em natureza. SEI 21000.018891/2021-63, Carta SAG Nº 6077/2021 (17145875). Validade 14/09/2022.
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2023-03-16 00:00:00;Egito. Bovinos. Prorrogação da habilitação. SEI 03844.000026/2019-32 (27068824). Validade: 01/07/2023.
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2022-09-20 00:00:00;"Egito. Bovinos. Prorrogação da habilitação. SEI 03844.000026/2019-32 (23833955). 
Validade: 01/01/2023."
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2023-10-17 00:00:00;Singapura. Bovinos. Habilitação. Produtos em natureza e produtos submetidos a tratamento térmico cocção. SEI 21052.006045/2022-76. ADIDO COMUNICA SINGA (31554438)
68.067.446/0004-10;FRIGOL S.A.;-;2960;1986-08-08 00:00:00;2015-08-14 00:00:00;21052.022373/2019-14;A;R DOUTOR GABRIEL DE OLIVEIRA ROCHA, Nº 704;PARQUE RESIDENCIAL SÃO JOSÉ;18681112;LENÇÓIS PAULISTA;SP;(14) 3269-3900;NFE.ENTRADA@FRIGOL.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2024-12-27 00:00:00;ISRAEL. Habilitação. PRODUTOS EM NATUREZA (BOVÍDEO) (DHC).Miúdos (NKO - Non Kosher Offal's).. SEI: 21052.016937/2024-47. .(39800218).
58.317.751/0002-05;MOVECTA S.A.;MOVECTA;3155;1987-11-09 00:00:00;2015-08-14 00:00:00;21000.050658/2024-18;A;AV SANTOS DUMONT, N 999;SITIO PAECARA (VICENTE DE CARVALHO);11460003;GUARUJÁ;SP;(13)  3389.8000;certificacao.sif3155@movecta.com.br                 ;ESTOCAGEM;ENTREPOSTO DE PRODUTOS DE ORIGEM ANIMAL - E01 / EF2 - ENTREPOSTO FRIGORIFICO;2018-03-23 00:00:00;EPOA. Singapura. Nova Caledônia. Exclusão. Estocagem de carnes e derivados. SEI 21000.010671/2018-96.
58.317.751/0002-05;MOVECTA S.A.;MOVECTA;3155;1987-11-09 00:00:00;2015-08-14 00:00:00;21000.050658/2024-18;A;AV SANTOS DUMONT, N 999;SITIO PAECARA (VICENTE DE CARVALHO);11460003;GUARUJÁ;SP;(13)  3389.8000;certificacao.sif3155@movecta.com.br                 ;ESTOCAGEM;ENTREPOSTO DE PRODUTOS DE ORIGEM ANIMAL - E01 / EF2 - ENTREPOSTO FRIGORIFICO;2021-07-16 00:00:00;Israel. Habilitação. Estocagem de produtos de origem animal. Processo sei nº 21000.041835/2021-22. 16050860 / 16145363.
58.317.751/0002-05;MOVECTA S.A.;MOVECTA;3155;1987-11-09 00:00:00;2015-08-14 00:00:00;21000.050658/2024-18;A;AV SANTOS DUMONT, N 999;SITIO PAECARA (VICENTE DE CARVALHO);11460003;GUARUJÁ;SP;(13)  3389.8000;certificacao.sif3155@movecta.com.br                 ;ESTOCAGEM;ENTREPOSTO DE PRODUTOS DE ORIGEM ANIMAL - E01 / EF2 - ENTREPOSTO FRIGORIFICO;2022-01-27 00:00:00;Esta DHC informa que foi retirada a habilitação para Estados Unidos da América (EUA) Lácteos, pois seu CSI está ligado a Brasil, com base no OFÍCIO-CIRCULAR Nº 285/2021/DHC/CGI, de 13/09/2021.
55.566.871/0001-69;DAN VIGOR INDUSTRIA E COMERCIO DE LATICINIOS LTDA;-;3091;1987-07-02 00:00:00;1999-12-28 00:00:00;21052.026478/2019-42;A;R ENG ANTONIO PENIDO, 1088;CENTRO;12720690;CRUZEIRO;SP;(01) 23141-2200;EQUIPETRIBUTARIO@VIGOR.COM.BR;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT4 - EST.LEITE E DERIV. (50.000 A 100.000 L/DIA);2020-03-31 00:00:00;Lácteos. Chile. Renovação de Habilitação. Validade: 14/06/2021. SEI 21000.014544/2020-81 (10307361).
55.566.871/0001-69;DAN VIGOR INDUSTRIA E COMERCIO DE LATICINIOS LTDA;-;3091;1987-07-02 00:00:00;1999-12-28 00:00:00;21052.026478/2019-42;A;R ENG ANTONIO PENIDO, 1088;CENTRO;12720690;CRUZEIRO;SP;(01) 23141-2200;EQUIPETRIBUTARIO@VIGOR.COM.BR;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT4 - EST.LEITE E DERIV. (50.000 A 100.000 L/DIA);2023-06-02 00:00:00;Chile. Lácteos. Renovação Habilitação. Processo Sei: 21000.043647/2023-09.Carta nº 4055/2023/SAG (28953748). Validade habilitação: 31/12/2023.
52.502.507/0003-09;MOCOCA S/A PRODUTOS ALIMENTICIOS-;-;426;1963-05-30 00:00:00;1999-11-17 00:00:00;21052.028489/2019-67;A;R GABRIEL PINHEIRO, 1030;CENTRO;13730090;MOCOCA;SP;(62) 3324-1990;ANDERSON@CONTROLLEER.COM.BR;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT3 - EST.LEITE E DERIV. (100.000 A 300.000 L/DIA);2017-11-17 00:00:00;Lácteos. UEEA. Habilitação: SOBREMESA LÁCTEA (DHC). SEI 03349.000149/2017-01 
52.502.507/0003-09;MOCOCA S/A PRODUTOS ALIMENTICIOS-;-;426;1963-05-30 00:00:00;1999-11-17 00:00:00;21052.028489/2019-67;A;R GABRIEL PINHEIRO, 1030;CENTRO;13730090;MOCOCA;SP;(62) 3324-1990;ANDERSON@CONTROLLEER.COM.BR;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT3 - EST.LEITE E DERIV. (100.000 A 300.000 L/DIA);2018-12-17 00:00:00;Lácteos. Cuba. Exclusão. Habilitação vencida e não renovada. LEITE CONDENSADO, CREME DE LEITE,  BEBIDA LACTEA UHT, MOLHO LACTEO e PRODUTOS LÁCTEOS EM PÓ. SEI 21000.004371/2017-97 (5728940).
52.502.507/0003-09;MOCOCA S/A PRODUTOS ALIMENTICIOS-;-;426;1963-05-30 00:00:00;1999-11-17 00:00:00;21052.028489/2019-67;A;R GABRIEL PINHEIRO, 1030;CENTRO;13730090;MOCOCA;SP;(62) 3324-1990;ANDERSON@CONTROLLEER.COM.BR;LEITE;UNIDADE DE BENEFICIAMENTO DE LEITE E DERIVADOS - L3G / LT3 - EST.LEITE E DERIV. (100.000 A 300.000 L/DIA);2018-09-25 00:00:00;Lácteos. Chile. Estabelecimento habilitado até 14/06/2019 de acordo com a Carta SAG N° 4502/2018 (5222647). SEI 21000.041067/2017-21.
22.882.054/0004-03;DISTRIBOI - INDUSTRIA, COMERCIO E TRANSPORTE DE CARNE BOVINA LTDA;DISTRIBOI;4334;1998-08-24 00:00:00;2013-09-04 00:00:00;21046.001267/2019-86;A;ROD. RO 010 KM 02 S/Nº;ZONA RURAL;76940000;ROLIM DE MOURA;RO;(69) 3441-8888 ;;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB2 - BOVINO - mais de 80/h;2020-12-03 00:00:00;Japão. Bovinos. Habilitação. Produtos em natureza (Matéria-prima - 221/2020/DHC). Processo sei nº 21024.011118/2020-17.
22.882.054/0004-03;DISTRIBOI - INDUSTRIA, COMERCIO E TRANSPORTE DE CARNE BOVINA LTDA;DISTRIBOI;4334;1998-08-24 00:00:00;2013-09-04 00:00:00;21046.001267/2019-86;A;ROD. RO 010 KM 02 S/Nº;ZONA RURAL;76940000;ROLIM DE MOURA;RO;(69) 3441-8888 ;;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB2 - BOVINO - mais de 80/h;2022-09-20 00:00:00;Egito. Bovinos. Prorrogação da habilitação. SEI 03844.000026/2019-32 (23833955). Validade: 01/01/2023.
22.882.054/0004-03;DISTRIBOI - INDUSTRIA, COMERCIO E TRANSPORTE DE CARNE BOVINA LTDA;DISTRIBOI;4334;1998-08-24 00:00:00;2013-09-04 00:00:00;21046.001267/2019-86;A;ROD. RO 010 KM 02 S/Nº;ZONA RURAL;76940000;ROLIM DE MOURA;RO;(69) 3441-8888 ;;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB2 - BOVINO - mais de 80/h;2024-05-28 00:00:00;EGITO. Renovação de Habilitação. Data de validade: 31/08/2024. PRODUTOS EM NATUREZA (BOVÍDEO) (DHC). Nº Processo SEI: 21000.091495/2021-81. Nº(s) Documento(s) SEI: ADIDO COMUNICA CAI (35569079).
22.882.054/0004-03;DISTRIBOI - INDUSTRIA, COMERCIO E TRANSPORTE DE CARNE BOVINA LTDA;DISTRIBOI;4334;1998-08-24 00:00:00;2013-09-04 00:00:00;21046.001267/2019-86;A;ROD. RO 010 KM 02 S/Nº;ZONA RURAL;76940000;ROLIM DE MOURA;RO;(69) 3441-8888 ;;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB2 - BOVINO - mais de 80/h;2024-03-01 00:00:00;Cuba. Bovinos. Habilitação. produtos em natureza. SEI 21024.001770/2024-57.  (33956308).
22.882.054/0004-03;DISTRIBOI - INDUSTRIA, COMERCIO E TRANSPORTE DE CARNE BOVINA LTDA;DISTRIBOI;4334;1998-08-24 00:00:00;2013-09-04 00:00:00;21046.001267/2019-86;A;ROD. RO 010 KM 02 S/Nº;ZONA RURAL;76940000;ROLIM DE MOURA;RO;(69) 3441-8888 ;;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB2 - BOVINO - mais de 80/h;2025-09-05 00:00:00;INDONÉSIA. Habilitação. PRODUTOS EM NATUREZA (BOVÍDEO) (DHC). Nº Processo SEI: 21000.091099/2022-34. Nº(s) Documento(s) SEI: ADIDO COMUNICA 126 (45401740).
22.882.054/0004-03;DISTRIBOI - INDUSTRIA, COMERCIO E TRANSPORTE DE CARNE BOVINA LTDA;DISTRIBOI;4334;1998-08-24 00:00:00;2013-09-04 00:00:00;21046.001267/2019-86;A;ROD. RO 010 KM 02 S/Nº;ZONA RURAL;76940000;ROLIM DE MOURA;RO;(69) 3441-8888 ;;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AB2 - BOVINO - mais de 80/h;2025-05-08 00:00:00;PERU. Habilitação. Data de validade: 31/12/2027. PRODUTOS COM ADIÇÃO DE INIBIDORES (BOVÍDEO) (DHC). Nº Processo SEI: 21000.027134/2025-12. Nº(s) Documento(s) SEI: 41966407.
05.017.780/0011-78;RIO BRANCO ALIMENTOS S/A;PIF PAF;4372;1998-12-14 00:00:00;2004-10-20 00:00:00;21016.001054/2020-45;A;ROD. BR 365, S/N KM 455;ZONA RURAL;38748899;PATROCÍNIO;MG;(34) 3831-9414;FISCAL@PIFPAF.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AS5 - SUÍNO - ATÉ 80/D;2023-07-04 00:00:00;Albânia. Suínos. Exclusão da lista de habilitação. OFÍCIO-CIRCULAR Nº 95/2023/DHC/CGI/DIPOA (29531578), de 04/07/2023.
38.515.318/0001-88;ASSOCIAÇÃO REGIONAL DE APICULTORES E EXPORTADORES DO VALE DO AÇO;AAPIVALE ;4534;2000-08-22 00:00:00;2000-12-20 00:00:00;21028.006220/1998-31;A;RUA SALMÃO, 658 ;CHACARAS OLIVEIRA;35164009;IPATINGA;MG;(31) 3827.2344;aapivale@ieg.com.br;MEL;UNIDADE DE BENEFICIAMENTO DE PRODUTOS DE ABELHAS - L3G / 2502 - UNIDADE DE BENEFICIAMENTO DE PRODUTOS DE ABELHAS;2023-02-09 00:00:00;Exclusão das listas de habilitação para exportação de mel ao Reino Unido e à União Europeia, conforme OFÍCIO-CIRCULAR Nº 1/2023/DHC (26053098) e SEI 26052134.
51.747.409/0001-07;LSI BRASIL LTDA;;13;2001-09-27 00:00:00;2007-06-20 00:00:00;21044.003336/2019-14;A;AV ZOELO SOLA, 1100, AREAS B1 B2 B3 E B4;TRIANGULO;25820180;TRÊS RIOS;RJ;(24) 2251-8100;sif13@finternational.com.br;CARNE;UNIDADE DE BENEF. DE CARNE E PROD. CÁRNEOS - C16 / CC2 - CONSERVAS - 10 A 20 T/D;2018-02-23 00:00:00;"Informamos que devido à nova padronização da habilitação e categoria de produtos, as habilitações específicas, para países pertencentes à União Europeia, passaram por atualização e integram o Mercado Comum: União Europeia. 
Doc. Referência: Circular Nº 603/03;
Produto/País excluído:
CARNE DE BOVINO 'IN NATURA'  Croácia 
PRODUTOS A BASE DE CARNE DE AVES  Romênia
Nova habilitação: 
CARNE DE BOVINO 'IN NATURA'  União Europeia
A habilitação para PRODUTOS A BASE DE CARNE DE AVES  Romênia não será atualizada, pois atualmente o estabelecimento não possui habilitação junto as autoridades da UE."
51.747.409/0001-07;LSI BRASIL LTDA;;13;2001-09-27 00:00:00;2007-06-20 00:00:00;21044.003336/2019-14;A;AV ZOELO SOLA, 1100, AREAS B1 B2 B3 E B4;TRIANGULO;25820180;TRÊS RIOS;RJ;(24) 2251-8100;sif13@finternational.com.br;CARNE;UNIDADE DE BENEF. DE CARNE E PROD. CÁRNEOS - C16 / CC2 - CONSERVAS - 10 A 20 T/D;2026-05-06 00:00:00;EUA. Suspensão da habilitação. PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO (BOVÍDEO) e (SUÍDEO). Processo SEI:21000.037369/2026-95.
